Plate	Rep	Row	Column	OD	Well	Antibiotic	Concentration	Group	Evol_compound	Compound_conc
Plate4_A5	Rep_3	E	9	0.335	E9	Metronidazole	3.46	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	5	0.318	C5	Doxycycline	0.32	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	11	0.146	A11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	3	0.906	E3	Azithromycin	1	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	8	0.818	G8	Methicillin	18.75	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	7	0.751	E7	Meropenem	0.25	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	12	0.796	E12	Teicoplanin	18.75	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	9	0.932	H9	Metronidazole	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	9	0.91	G9	Metronidazole	0.865	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	6	0.34	B6	Erythromycin	4.2	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	5	0.315	B5	Doxycycline	0.64	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	1	0.954	H1	Amoxicillin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	6	0.876	F6	Erythromycin	0.2625	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	5	0.941	H5	Doxycycline	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	6	0.845	E6	Erythromycin	0.525	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	10	0.906	D10	Ofloxacin	3.125	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	2	0.489	G2	Ampicillin	3.75	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	4	0.953	H4	Chloramphenicol	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	10	0.726	C10	Ofloxacin	6.25	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	6	0.913	G6	Erythromycin	0.13125	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	4	0.912	F4	Chloramphenicol	3	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	4	0.927	G4	Chloramphenicol	1.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	10	0.228	A10	Ofloxacin	25	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	12	0.207	C12	Teicoplanin	75	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	2	0.178	E2	Ampicillin	15	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	7	0.831	F7	Meropenem	0.125	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	1	0.176	A1	Amoxicillin	200	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	1	0.896	G1	Amoxicillin	3.125	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	12	0.187	A12	Teicoplanin	300	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	5	0.294	A5	Doxycycline	1.28	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	3	0.617	C3	Azithromycin	4	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	5	0.833	G5	Doxycycline	0.02	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	3	0.383	A3	Azithromycin	16	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	10	0.944	H10	Ofloxacin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	1	0.347	D1	Amoxicillin	25	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	11	0.145	B11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	9	0.22	A9	Metronidazole	55.36	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	6	0.385	C6	Erythromycin	2.1	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	2	0.176	A2	Ampicillin	240	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	7	0.554	D7	Meropenem	0.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	4	0.323	C4	Chloramphenicol	24	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	2	0.172	B2	Ampicillin	120	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	7	0.939	H7	Meropenem	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	12	0.182	B12	Teicoplanin	150	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	10	0.931	G10	Ofloxacin	0.390625	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	11	0.146	E11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	10	0.956	E10	Ofloxacin	1.5625	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	3	0.964	F3	Azithromycin	0.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	7	0.177	A7	Meropenem	4	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	5	0.33	D5	Doxycycline	0.16	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	1	0.835	F1	Amoxicillin	6.25	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	9	0.226	C9	Metronidazole	13.84	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	1	0.626	E1	Amoxicillin	12.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	7	0.178	B7	Meropenem	2	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	1	0.177	C1	Amoxicillin	50	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	7	0.185	C7	Meropenem	1	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	8	0.935	H8	Methicillin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	5	0.561	E5	Doxycycline	0.08	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	11	0.146	G11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	11	0.145	D11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	9	0.241	D9	Metronidazole	6.92	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	12	0.87	H12	Teicoplanin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	8	0.575	E8	Methicillin	75	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	7	0.889	G7	Meropenem	0.0625	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	12	0.81	F12	Teicoplanin	9.375	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	8	0.174	B8	Methicillin	600	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	6	0.655	D6	Erythromycin	1.05	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	6	0.345	A6	Erythromycin	8.4	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	E	4	0.723	E4	Chloramphenicol	6	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	11	0.145	F11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	3	0.372	B3	Azithromycin	8	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	2	0.224	F2	Ampicillin	7.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	10	0.213	B10	Ofloxacin	12.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	2	0.173	D2	Ampicillin	30	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	8	0.743	F8	Methicillin	37.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	2	0.176	C2	Ampicillin	60	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	C	11	0.145	C11	Negative_control	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	10	0.925	F10	Ofloxacin	0.78125	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	A	4	0.244	A4	Chloramphenicol	96	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	6	0.993	H6	Erythromycin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	1	0.176	B1	Amoxicillin	100	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	3	0.845	D3	Azithromycin	2	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	3	0.963	H3	Azithromycin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	B	4	0.287	B4	Chloramphenicol	48	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	3	0.919	G3	Azithromycin	0.25	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	4	0.391	D4	Chloramphenicol	12	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	H	2	0.955	H2	Ampicillin	0	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	G	12	0.859	G12	Teicoplanin	4.6875	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	D	12	0.552	D12	Teicoplanin	37.5	Rep_3_Plate4_A5	Water	0
Plate4_A5	Rep_3	F	9	0.782	F9	Metronidazole	1.73	Rep_3_Plate4_A5	Water	0
Plate4_A5_dil	Rep_2	F	3	0.956	F3	Azithromycin	0.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	8	0.178	B8	Methicillin	600	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	3	0.286	A3	Azithromycin	16	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	4	0.951	H4	Chloramphenicol	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	7	0.946	H7	Meropenem	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	10	0.198	B10	Ofloxacin	12.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	11	0.162	B11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	11	0.169	C11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	4	0.885	F4	Chloramphenicol	3	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	8	0.384	E8	Methicillin	75	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	1	0.18	C1	Amoxicillin	50	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	5	0.383	E5	Doxycycline	0.08	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	11	0.158	H11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	4	0.933	G4	Chloramphenicol	1.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	8	0.178	C8	Methicillin	300	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	1	0.576	E1	Amoxicillin	12.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	9	0.216	E9	Metronidazole	3.46	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	5	0.938	H5	Doxycycline	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	2	0.184	A2	Ampicillin	240	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	3	0.294	C3	Azithromycin	4	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	2	0.494	G2	Ampicillin	3.75	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	7	0.183	C7	Meropenem	1	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	8	0.176	D8	Methicillin	150	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	6	0.916	F6	Erythromycin	0.2625	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	8	0.671	F8	Methicillin	37.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	1	0.881	F1	Amoxicillin	6.25	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	11	0.165	E11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	10	0.929	G10	Ofloxacin	0.390625	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	2	0.18	E2	Ampicillin	15	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	11	0.162	A11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	2	0.181	C2	Ampicillin	60	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	6	0.945	H6	Erythromycin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	12	0.178	A12	Teicoplanin	300	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	9	0.202	C9	Metronidazole	13.84	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	1	0.978	H1	Amoxicillin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	12	0.178	B12	Teicoplanin	150	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	5	0.262	C5	Doxycycline	0.32	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	12	0.825	E12	Teicoplanin	18.75	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	9	0.212	A9	Metronidazole	55.36	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	3	0.903	G3	Azithromycin	0.25	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	8	0.179	A8	Methicillin	1200	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	2	0.18	B2	Ampicillin	120	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	12	0.762	D12	Teicoplanin	37.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	10	0.893	D10	Ofloxacin	3.125	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	12	0.21	C12	Teicoplanin	75	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	7	0.748	E7	Meropenem	0.25	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	5	0.84	G5	Doxycycline	0.02	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	5	0.276	A5	Doxycycline	1.28	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	4	0.289	C4	Chloramphenicol	24	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	7	0.897	G7	Meropenem	0.0625	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	1	0.183	A1	Amoxicillin	200	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	5	0.682	F5	Doxycycline	0.04	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	11	0.166	D11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	3	0.979	H3	Azithromycin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	6	0.933	G6	Erythromycin	0.13125	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	10	0.932	F10	Ofloxacin	0.78125	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	6	0.266	C6	Erythromycin	2.1	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	4	0.292	B4	Chloramphenicol	48	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	3	0.695	D3	Azithromycin	2	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	9	0.936	H9	Metronidazole	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	9	0.202	B9	Metronidazole	27.68	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	4	0.272	A4	Chloramphenicol	96	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	6	0.88	E6	Erythromycin	0.525	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	10	0.211	A10	Ofloxacin	25	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	3	0.272	B3	Azithromycin	8	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	4	0.523	E4	Chloramphenicol	6	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	7	0.845	F7	Meropenem	0.125	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	10	0.937	E10	Ofloxacin	1.5625	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	7	0.177	B7	Meropenem	2	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	6	0.244	D6	Erythromycin	1.05	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	2	0.176	D2	Ampicillin	30	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	1	0.182	B1	Amoxicillin	100	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	5	0.273	B5	Doxycycline	0.64	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	B	6	0.291	B6	Erythromycin	4.2	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	1	0.964	G1	Amoxicillin	3.125	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	9	0.673	F9	Metronidazole	1.73	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	7	0.181	A7	Meropenem	4	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	2	0.96	H2	Ampicillin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	12	0.876	F12	Teicoplanin	9.375	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	12	0.829	G12	Teicoplanin	4.6875	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	2	0.198	F2	Ampicillin	7.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	4	0.284	D4	Chloramphenicol	12	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	1	0.287	D1	Amoxicillin	25	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	10	0.959	H10	Ofloxacin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	7	0.57	D7	Meropenem	0.5	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	F	11	0.158	F11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	C	10	0.444	C10	Ofloxacin	6.25	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	12	0.827	H12	Teicoplanin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	11	0.154	G11	Negative_control	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	9	0.893	G9	Metronidazole	0.865	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	H	8	0.929	H8	Methicillin	0	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	E	3	0.919	E3	Azithromycin	1	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	9	0.212	D9	Metronidazole	6.92	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	A	6	0.295	A6	Erythromycin	8.4	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	D	5	0.217	D5	Doxycycline	0.16	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_A5_dil	Rep_2	G	8	0.794	G8	Methicillin	18.75	Rep_2_Plate4_A5_dil	Xanthan_gum	25
Plate4_B4	Rep_1	B	4	0.259	B4	Chloramphenicol	48	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	H	2	1.005	H2	Ampicillin	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	H	9	1.064	H9	Metronidazole	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	H	6	1.011	H6	Erythromycin	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	A	3	0.296	A3	Azithromycin	16	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	2	0.175	B2	Ampicillin	120	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	7	0.172	B7	Meropenem	2	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	8	0.175	B8	Methicillin	600	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	A	4	0.234	A4	Chloramphenicol	96	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	E	1	0.716	E1	Amoxicillin	12.5	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	F	5	0.994	F5	Doxycycline	0.0025	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	F	2	0.176	F2	Ampicillin	7.5	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	D	12	0.668	D12	Teicoplanin	37.5	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	E	7	0.988	E7	Meropenem	0.25	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	E	3	0.952	E3	Azithromycin	1	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	6	0.278	B6	Erythromycin	4.2	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	9	0.211	B9	Metronidazole	27.68	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	D	10	0.905	D10	Ofloxacin	3.125	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	C	10	0.205	C10	Ofloxacin	6.25	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	F	1	0.896	F1	Amoxicillin	6.25	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	C	11	0.151	C11	Negative_control	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	G	11	0.153	G11	Negative_control	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	C	6	0.282	C6	Erythromycin	2.1	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	G	8	0.742	G8	Methicillin	18.75	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	D	5	0.906	D5	Doxycycline	0.01	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	12	0.173	B12	Teicoplanin	150	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	F	10	0.974	F10	Ofloxacin	0.78125	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	E	4	0.284	E4	Chloramphenicol	6	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	D	8	0.174	D8	Methicillin	150	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	F	8	0.497	F8	Methicillin	37.5	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	A	5	0.333	A5	Doxycycline	0.08	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	G	12	0.822	G12	Teicoplanin	4.6875	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	H	7	0.978	H7	Meropenem	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	H	12	0.86	H12	Teicoplanin	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	D	1	0.197	D1	Amoxicillin	25	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	A	1	0.182	A1	Amoxicillin	200	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	F	9	0.461	F9	Metronidazole	1.73	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	G	7	0.893	G7	Meropenem	0.0625	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	D	6	0.29	D6	Erythromycin	1.05	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	H	10	0.973	H10	Ofloxacin	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	C	12	0.189	C12	Teicoplanin	75	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	B	11	0.174	B11	Negative_control	0	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	G	6	0.98	G6	Erythromycin	0.13125	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	E	5	0.967	E5	Doxycycline	0.005	Rep_1_Plate4_B4	Xanthan_gum	25
Plate4_B4	Rep_1	A	8	0.174	A8	Methicillin	1200	Rep_1_Plate4_B4	Xanthan_gum	25
